Código do Reservatório,Reservatório,Cota (m),Volume Útil (hm³),Volume Útil (%),Afluência (m³/s),Defluência (m³/s),Data da Medição
29003,ATIBAINHA,78328,2594,2695,74,450,14/06/2024
29003,ATIBAINHA,78327,2575,2676,41,450,15/06/2024
29003,ATIBAINHA,78326,2556,2656,146,450,16/06/2024
29003,ATIBAINHA,78326,2556,2656,107,450,17/06/2024
29003,ATIBAINHA,78325,2537,2636,70,450,18/06/2024
29003,ATIBAINHA,78324,2518,2616,54,450,19/06/2024
29003,ATIBAINHA,78323,2499,2596,70,450,20/06/2024
29003,ATIBAINHA,78325,2537,2636,86,450,21/06/2024
29003,ATIBAINHA,78325,2537,2636,80,450,22/06/2024
29003,ATIBAINHA,78325,2537,2636,31,450,23/06/2024
29003,ATIBAINHA,78325,2537,2636,68,450,24/06/2024
29003,ATIBAINHA,78324,2518,2616,132,450,25/06/2024
29003,ATIBAINHA,78324,2518,2616,64,450,26/06/2024
29003,ATIBAINHA,78325,2537,2636,163,450,27/06/2024
29003,ATIBAINHA,78323,2503,2600,32,450,28/06/2024
29003,ATIBAINHA,78322,2480,2577,159,450,29/06/2024
29003,ATIBAINHA,78320,2442,2537,92,450,30/06/2024
29003,ATIBAINHA,78322,2480,2577,100,450,01/07/2024
29003,ATIBAINHA,78323,2499,2596,88,450,02/07/2024
29003,ATIBAINHA,78320,2442,2537,49,450,03/07/2024
29003,ATIBAINHA,78317,2385,2478,32,450,04/07/2024
29003,ATIBAINHA,78321,2461,2557,117,450,05/07/2024
29003,ATIBAINHA,78321,2461,2557,32,450,06/07/2024
29003,ATIBAINHA,78319,2431,2525,66,450,07/07/2024
29003,ATIBAINHA,78320,2442,2537,83,450,08/07/2024
29003,ATIBAINHA,78320,2442,2537,148,450,09/07/2024
29003,ATIBAINHA,78323,2499,2596,823,450,10/07/2024
29003,ATIBAINHA,78321,2461,2557,384,450,11/07/2024
29003,ATIBAINHA,78311,2271,2360,33,450,12/07/2024
29003,ATIBAINHA,78313,2309,2399,128,450,13/07/2024
29003,ATIBAINHA,78318,2404,2498,95,450,14/07/2024
29003,ATIBAINHA,78322,2480,2577,193,450,15/07/2024
29003,ATIBAINHA,78324,2518,2616,38,450,16/07/2024
29003,ATIBAINHA,78327,2573,2674,197,450,17/07/2024
29003,ATIBAINHA,78330,2633,2735,58,450,18/07/2024
29003,ATIBAINHA,78329,2613,2715,202,450,19/07/2024
29003,ATIBAINHA,78329,2613,2715,272,450,20/07/2024
29003,ATIBAINHA,78329,2613,2715,17,450,21/07/2024
29003,ATIBAINHA,78330,2633,2735,242,450,22/07/2024
29003,ATIBAINHA,78330,2633,2735,15,450,23/07/2024
29003,ATIBAINHA,78330,2633,2735,50,450,24/07/2024
29003,ATIBAINHA,78329,2613,2715,195,450,25/07/2024
29003,ATIBAINHA,78325,2537,2636,42,450,26/07/2024
29003,ATIBAINHA,78322,2480,2577,243,450,27/07/2024
29003,ATIBAINHA,78319,2423,2517,58,450,28/07/2024
29003,ATIBAINHA,78318,2404,2498,102,450,29/07/2024
29003,ATIBAINHA,78315,2347,2438,119,450,30/07/2024
29003,ATIBAINHA,78312,2290,2379,73,450,31/07/2024
29003,ATIBAINHA,78312,2290,2379,115,450,01/08/2024
29003,ATIBAINHA,78315,2347,2438,166,450,02/08/2024
29003,ATIBAINHA,78317,2385,2478,107,450,03/08/2024
29003,ATIBAINHA,78318,2404,2498,152,450,04/08/2024
29003,ATIBAINHA,78318,2404,2498,107,450,05/08/2024
29003,ATIBAINHA,78318,2404,2498,103,450,06/08/2024
29003,ATIBAINHA,78318,2404,2498,74,450,07/08/2024
29003,ATIBAINHA,78320,2442,2537,93,450,08/08/2024
29003,ATIBAINHA,78321,2457,2553,85,450,09/08/2024
29003,ATIBAINHA,78323,2499,2596,849,450,10/08/2024
29003,ATIBAINHA,78325,2537,2636,501,353,11/08/2024
29003,ATIBAINHA,78321,2461,2557,101,350,12/08/2024
29003,ATIBAINHA,78316,2366,2458,212,350,13/08/2024
29003,ATIBAINHA,78314,2328,2419,229,350,14/08/2024
29003,ATIBAINHA,78312,2290,2379,64,350,15/08/2024
29003,ATIBAINHA,78312,2290,2379,80,350,16/08/2024
29003,ATIBAINHA,78310,2252,2340,163,350,17/08/2024
29003,ATIBAINHA,78307,2195,2281,63,443,18/08/2024
29003,ATIBAINHA,78307,2195,2281,95,450,19/08/2024
29003,ATIBAINHA,78308,2214,2301,75,450,20/08/2024
29003,ATIBAINHA,78310,2252,2340,91,450,21/08/2024
29003,ATIBAINHA,78311,2271,2360,57,450,22/08/2024
29003,ATIBAINHA,78310,2252,2340,96,450,23/08/2024
29003,ATIBAINHA,78310,2252,2340,91,450,24/08/2024
29003,ATIBAINHA,78313,2309,2399,180,450,25/08/2024
29003,ATIBAINHA,78317,2385,2478,308,450,26/08/2024
29003,ATIBAINHA,78316,2366,2458,77,450,27/08/2024
29003,ATIBAINHA,78316,2366,2458,82,450,28/08/2024
29003,ATIBAINHA,78317,2385,2478,153,450,29/08/2024
29003,ATIBAINHA,78318,2404,2498,90,450,30/08/2024
29003,ATIBAINHA,78318,2404,2498,11,450,31/08/2024
29003,ATIBAINHA,78319,2423,2517,179,450,01/09/2024
29003,ATIBAINHA,78320,2442,2537,55,450,02/09/2024
29003,ATIBAINHA,78320,2442,2537,50,450,03/09/2024
29003,ATIBAINHA,78319,2423,2517,122,450,04/09/2024
29003,ATIBAINHA,78320,2442,2537,64,450,05/09/2024
29003,ATIBAINHA,78321,2461,2557,57,450,06/09/2024
29003,ATIBAINHA,78322,2480,2577,54,450,07/09/2024
29003,ATIBAINHA,78323,2499,2596,68,450,08/09/2024
29003,ATIBAINHA,78325,2537,2636,138,450,09/09/2024
29003,ATIBAINHA,78325,2537,2636,74,450,10/09/2024
29003,ATIBAINHA,78325,2537,2636,100,450,11/09/2024
29003,ATIBAINHA,78325,2537,2636,51,450,12/09/2024
29003,ATIBAINHA,78325,2531,2630,60,450,13/09/2024
29003,ATIBAINHA,78324,2518,2616,330,450,14/09/2024
29003,ATIBAINHA,78322,2480,2577,27,450,15/09/2024
29003,ATIBAINHA,78323,2499,2596,88,450,16/09/2024
29003,ATIBAINHA,78326,2556,2656,94,450,17/09/2024
29003,ATIBAINHA,78326,2556,2656,76,450,18/09/2024
29003,ATIBAINHA,78323,2509,2606,22,450,19/09/2024
29003,ATIBAINHA,78320,2442,2537,18,450,20/09/2024
29003,ATIBAINHA,78318,2404,2498,61,450,21/09/2024
29003,ATIBAINHA,78317,2385,2478,104,450,22/09/2024
29003,ATIBAINHA,78315,2347,2438,38,450,23/09/2024
29003,ATIBAINHA,78311,2271,2360,94,450,24/09/2024
29003,ATIBAINHA,78310,2262,2350,86,450,25/09/2024
29003,ATIBAINHA,78311,2271,2360,55,450,26/09/2024
29003,ATIBAINHA,78308,2214,2301,79,450,27/09/2024
29003,ATIBAINHA,78309,2233,2320,43,450,28/09/2024
29003,ATIBAINHA,78311,2271,2360,41,450,29/09/2024
29003,ATIBAINHA,78312,2290,2379,47,450,30/09/2024
29003,ATIBAINHA,78311,2271,2360,75,450,01/10/2024
29003,ATIBAINHA,78310,2252,2340,53,450,02/10/2024
29003,ATIBAINHA,78308,2214,2301,40,450,03/10/2024
29003,ATIBAINHA,78308,2214,2301,53,454,04/10/2024
29003,ATIBAINHA,78311,2271,2360,150,500,05/10/2024
29003,ATIBAINHA,78312,2290,2379,167,500,06/10/2024
29003,ATIBAINHA,78309,2233,2320,44,500,07/10/2024
29003,ATIBAINHA,78310,2252,2340,71,456,08/10/2024
29003,ATIBAINHA,78316,2366,2458,72,450,09/10/2024
29003,ATIBAINHA,78316,2366,2458,36,450,10/10/2024
29003,ATIBAINHA,78313,2309,2399,123,450,11/10/2024
29003,ATIBAINHA,78320,2442,2537,514,404,12/10/2024
29003,ATIBAINHA,78322,2478,2575,209,352,13/10/2024
29003,ATIBAINHA,78323,2499,2596,57,350,14/10/2024
29003,ATIBAINHA,78324,2518,2616,47,350,15/10/2024
29003,ATIBAINHA,78324,2518,2616,52,350,16/10/2024
29003,ATIBAINHA,78323,2499,2596,70,350,17/10/2024
29003,ATIBAINHA,78323,2499,2596,25,350,18/10/2024
29003,ATIBAINHA,78318,2404,2498,63,350,19/10/2024
29003,ATIBAINHA,78318,2404,2498,578,350,20/10/2024
29003,ATIBAINHA,78320,2442,2537,106,358,21/10/2024
29003,ATIBAINHA,78317,2383,2476,129,450,22/10/2024
29003,ATIBAINHA,78310,2252,2340,18,450,23/10/2024
29003,ATIBAINHA,78314,2328,2419,852,450,24/10/2024
29003,ATIBAINHA,78319,2423,2517,1561,254,25/10/2024
29003,ATIBAINHA,78316,2366,2458,543,89,26/10/2024
29003,ATIBAINHA,78309,2233,2320,182,50,27/10/2024
29003,ATIBAINHA,78299,2044,2124,208,50,28/10/2024
29003,ATIBAINHA,78297,2007,2085,31,75,29/10/2024
29003,ATIBAINHA,78300,2063,2144,271,350,30/10/2024
29003,ATIBAINHA,78301,2082,2163,26,358,31/10/2024
29003,ATIBAINHA,78303,2120,2202,202,450,01/11/2024
29003,ATIBAINHA,78305,2158,2242,279,450,02/11/2024
29003,ATIBAINHA,78309,2233,2320,100,450,03/11/2024
29003,ATIBAINHA,78312,2290,2379,57,450,04/11/2024
29003,ATIBAINHA,78316,2366,2458,266,360,05/11/2024
29003,ATIBAINHA,78319,2423,2517,399,350,06/11/2024
29003,ATIBAINHA,78323,2499,2596,988,263,07/11/2024
29003,ATIBAINHA,78322,2480,2577,763,156,08/11/2024
29003,ATIBAINHA,78327,2575,2676,1912,100,09/11/2024
29003,ATIBAINHA,78325,2537,2636,615,100,10/11/2024
29003,ATIBAINHA,78317,2385,2478,203,100,11/11/2024
29003,ATIBAINHA,78316,2366,2458,199,100,12/11/2024
29003,ATIBAINHA,78315,2347,2438,113,120,13/11/2024
29003,ATIBAINHA,78312,2290,2379,211,350,14/11/2024
29003,ATIBAINHA,78311,2271,2360,255,350,15/11/2024
29003,ATIBAINHA,78311,2271,2360,244,350,16/11/2024
29003,ATIBAINHA,78311,2271,2360,379,350,17/11/2024
29003,ATIBAINHA,78312,2290,2379,326,350,18/11/2024
29003,ATIBAINHA,78311,2271,2360,344,350,19/11/2024
29003,ATIBAINHA,78308,2214,2301,101,350,20/11/2024
29003,ATIBAINHA,78305,2158,2242,136,350,21/11/2024
29003,ATIBAINHA,78303,2120,2202,78,354,22/11/2024
29003,ATIBAINHA,78307,2195,2281,82,400,23/11/2024
29003,ATIBAINHA,78306,2182,2267,59,400,24/11/2024
29003,ATIBAINHA,78305,2158,2242,71,400,25/11/2024
29003,ATIBAINHA,78306,2177,2261,91,400,26/11/2024
29003,ATIBAINHA,78306,2177,2261,153,408,27/11/2024
29003,ATIBAINHA,78306,2177,2261,80,500,28/11/2024
29003,ATIBAINHA,78316,2366,2458,504,500,29/11/2024
29003,ATIBAINHA,78314,2328,2419,329,500,30/11/2024
29003,ATIBAINHA,78314,2328,2419,212,500,01/12/2024
29003,ATIBAINHA,78314,2328,2419,114,500,02/12/2024
29003,ATIBAINHA,78314,2328,2419,487,464,03/12/2024
29003,ATIBAINHA,78321,2461,2557,1889,324,04/12/2024
29003,ATIBAINHA,78321,2461,2557,381,168,05/12/2024
29003,ATIBAINHA,78323,2499,2596,455,100,06/12/2024
29003,ATIBAINHA,78312,2290,2379,171,100,07/12/2024
29003,ATIBAINHA,78302,2101,2183,170,100,08/12/2024
29003,ATIBAINHA,78304,2139,2222,55,100,09/12/2024
29003,ATIBAINHA,78309,2233,2320,426,100,10/12/2024
29003,ATIBAINHA,78309,2233,2320,120,117,11/12/2024
29003,ATIBAINHA,78311,2271,2360,120,300,12/12/2024
29003,ATIBAINHA,78311,2275,2364,26,266,13/12/2024
29003,ATIBAINHA,78310,2252,2340,59,250,14/12/2024
29003,ATIBAINHA,78311,2271,2360,589,250,15/12/2024
29003,ATIBAINHA,78313,2309,2399,230,250,16/12/2024
29003,ATIBAINHA,78311,2271,2360,149,250,17/12/2024
29003,ATIBAINHA,78309,2233,2320,224,250,18/12/2024
29003,ATIBAINHA,78306,2177,2261,68,262,19/12/2024
29003,ATIBAINHA,78305,2158,2242,137,400,20/12/2024
29003,ATIBAINHA,78315,2347,2438,857,383,21/12/2024
29003,ATIBAINHA,78323,2499,2596,1426,81,22/12/2024
29003,ATIBAINHA,78318,2404,2498,245,25,23/12/2024
29003,ATIBAINHA,78310,2252,2340,201,25,24/12/2024
29003,ATIBAINHA,78310,2252,2340,221,25,25/12/2024
29003,ATIBAINHA,78315,2347,2438,613,25,26/12/2024
29003,ATIBAINHA,78327,2575,2676,2298,25,27/12/2024
29003,ATIBAINHA,78349,2997,3113,4245,25,28/12/2024
29003,ATIBAINHA,78351,3035,3153,1307,25,29/12/2024
29003,ATIBAINHA,78351,3035,3153,740,25,30/12/2024
29003,ATIBAINHA,78347,2958,3074,647,25,31/12/2024
29003,ATIBAINHA,78342,2862,2974,38,25,01/01/2025
29003,ATIBAINHA,78336,2747,2854,387,25,02/01/2025
29003,ATIBAINHA,78331,2652,2755,91,25,03/01/2025
29003,ATIBAINHA,78330,2633,2735,100,25,04/01/2025
29003,ATIBAINHA,78333,2690,2795,686,25,05/01/2025
29003,ATIBAINHA,78331,2652,2755,379,25,06/01/2025
29003,ATIBAINHA,78329,2613,2715,225,25,07/01/2025
29003,ATIBAINHA,78328,2594,2695,154,25,08/01/2025
29003,ATIBAINHA,78330,2633,2735,224,25,09/01/2025
29003,ATIBAINHA,78326,2556,2656,340,25,10/01/2025
29003,ATIBAINHA,78325,2537,2636,250,35,11/01/2025
29003,ATIBAINHA,78323,2499,2596,37,150,12/01/2025
29003,ATIBAINHA,78320,2442,2537,82,150,13/01/2025
29003,ATIBAINHA,78316,2366,2458,74,150,14/01/2025
29003,ATIBAINHA,78313,2309,2399,108,150,15/01/2025
29003,ATIBAINHA,78309,2233,2320,131,150,16/01/2025
29003,ATIBAINHA,78309,2233,2320,838,133,17/01/2025
29003,ATIBAINHA,78310,2252,2340,269,100,18/01/2025
29003,ATIBAINHA,78307,2195,2281,280,100,19/01/2025
29003,ATIBAINHA,78308,2214,2301,1121,100,20/01/2025
29003,ATIBAINHA,78304,2139,2222,218,100,21/01/2025
29003,ATIBAINHA,78301,2082,2163,77,100,22/01/2025
29003,ATIBAINHA,78299,2044,2124,410,116,23/01/2025
29003,ATIBAINHA,78299,2044,2124,225,167,24/01/2025
29003,ATIBAINHA,78305,2158,2242,1218,100,25/01/2025
29003,ATIBAINHA,78306,2177,2261,426,100,26/01/2025
29003,ATIBAINHA,78311,2271,2360,835,67,27/01/2025
29003,ATIBAINHA,78321,2461,2557,1379,25,28/01/2025
29003,ATIBAINHA,78325,2537,2636,913,25,29/01/2025
29003,ATIBAINHA,78323,2499,2596,539,25,30/01/2025
29003,ATIBAINHA,78328,2594,2695,1424,25,31/01/2025
29003,ATIBAINHA,78329,2613,2715,1418,15,01/02/2025
29003,ATIBAINHA,78338,2786,2894,1200,15,02/02/2025
29003,ATIBAINHA,78344,2901,3014,1233,13,03/02/2025
29003,ATIBAINHA,78348,2978,3093,1076,13,04/02/2025
29003,ATIBAINHA,78345,2920,3034,1211,13,05/02/2025
29003,ATIBAINHA,78341,2843,2954,459,13,06/02/2025
29003,ATIBAINHA,78339,2805,2914,515,13,07/02/2025
29003,ATIBAINHA,78335,2728,2834,580,13,08/02/2025
29003,ATIBAINHA,78332,2671,2775,417,13,09/02/2025
29003,ATIBAINHA,78322,2480,2577,325,13,10/02/2025
29003,ATIBAINHA,78316,2366,2458,460,24,11/02/2025
29003,ATIBAINHA,78309,2233,2320,340,150,12/02/2025
29003,ATIBAINHA,78309,2233,2320,250,150,13/02/2025
29003,ATIBAINHA,78312,2290,2379,219,150,14/02/2025
29003,ATIBAINHA,78317,2385,2478,982,150,15/02/2025
29003,ATIBAINHA,78319,2423,2517,958,129,16/02/2025
29003,ATIBAINHA,78322,2480,2577,533,100,17/02/2025
29003,ATIBAINHA,78321,2461,2557,423,100,18/02/2025
29003,ATIBAINHA,78322,2480,2577,1496,100,19/02/2025
29003,ATIBAINHA,78323,2499,2596,1811,53,20/02/2025
29003,ATIBAINHA,78317,2385,2478,997,25,21/02/2025
29003,ATIBAINHA,78314,2328,2419,340,25,22/02/2025
29003,ATIBAINHA,78312,2290,2379,640,25,23/02/2025
29003,ATIBAINHA,78308,2214,2301,598,25,24/02/2025
29003,ATIBAINHA,78304,2139,2222,184,25,25/02/2025
29003,ATIBAINHA,78305,2158,2242,261,35,26/02/2025
29003,ATIBAINHA,78307,2195,2281,419,150,27/02/2025
29003,ATIBAINHA,78308,2214,2301,250,158,28/02/2025
29003,ATIBAINHA,78309,2233,2320,269,250,01/03/2025
29003,ATIBAINHA,78309,2243,2330,127,250,02/03/2025
29003,ATIBAINHA,78308,2214,2301,376,250,03/03/2025
29003,ATIBAINHA,78307,2195,2281,292,250,04/03/2025
29003,ATIBAINHA,78307,2195,2281,106,250,05/03/2025
29003,ATIBAINHA,78308,2214,2301,189,250,06/03/2025
29003,ATIBAINHA,78309,2233,2320,188,250,07/03/2025
29003,ATIBAINHA,78308,2214,2301,176,250,08/03/2025
29003,ATIBAINHA,78307,2195,2281,279,250,09/03/2025
29003,ATIBAINHA,78305,2158,2242,196,250,10/03/2025
29003,ATIBAINHA,78303,2120,2202,296,254,11/03/2025
29003,ATIBAINHA,78305,2158,2242,1090,300,12/03/2025
29003,ATIBAINHA,78306,2177,2261,401,300,13/03/2025
29003,ATIBAINHA,78302,2101,2183,75,266,14/03/2025
29003,ATIBAINHA,78301,2082,2163,478,209,15/03/2025
29003,ATIBAINHA,78301,2082,2163,270,200,16/03/2025
29003,ATIBAINHA,78300,2063,2144,49,200,17/03/2025
29003,ATIBAINHA,78300,2063,2144,193,299,18/03/2025
29003,ATIBAINHA,78305,2158,2242,871,350,19/03/2025
29003,ATIBAINHA,78307,2195,2281,261,350,20/03/2025
29003,ATIBAINHA,78306,2177,2261,348,350,21/03/2025
29003,ATIBAINHA,78305,2158,2242,121,350,22/03/2025
29003,ATIBAINHA,78306,2177,2261,289,350,23/03/2025
29003,ATIBAINHA,78313,2309,2399,682,265,24/03/2025
29003,ATIBAINHA,78314,2328,2419,297,200,25/03/2025
29003,ATIBAINHA,78317,2385,2478,290,118,26/03/2025
29003,ATIBAINHA,78320,2442,2537,217,100,27/03/2025
29003,ATIBAINHA,78323,2499,2596,276,117,28/03/2025
29003,ATIBAINHA,78329,2613,2715,990,300,29/03/2025
29003,ATIBAINHA,78328,2594,2695,442,300,30/03/2025
29003,ATIBAINHA,78325,2537,2636,130,300,31/03/2025
29003,ATIBAINHA,78332,2671,2775,769,151,01/04/2025
29003,ATIBAINHA,78330,2633,2735,289,50,02/04/2025
29003,ATIBAINHA,78328,2594,2695,407,50,03/04/2025
29003,ATIBAINHA,78330,2633,2735,1168,27,04/04/2025
29003,ATIBAINHA,78328,2594,2695,879,27,05/04/2025
29003,ATIBAINHA,78319,2423,2517,428,25,06/04/2025
29003,ATIBAINHA,78308,2214,2301,338,25,07/04/2025
29003,ATIBAINHA,78303,2120,2202,249,25,08/04/2025
29003,ATIBAINHA,78301,2082,2163,305,47,09/04/2025
29003,ATIBAINHA,78301,2082,2163,503,300,10/04/2025
29003,ATIBAINHA,78305,2158,2242,771,300,11/04/2025
29003,ATIBAINHA,78305,2158,2242,404,300,12/04/2025
29003,ATIBAINHA,78301,2082,2163,93,300,13/04/2025
29003,ATIBAINHA,78297,2007,2085,93,300,14/04/2025
29003,ATIBAINHA,78299,2044,2124,940,317,15/04/2025
29003,ATIBAINHA,78297,2007,2085,129,500,16/04/2025
29003,ATIBAINHA,78299,2044,2124,415,376,17/04/2025
29003,ATIBAINHA,78300,2063,2144,248,300,18/04/2025
29003,ATIBAINHA,78307,2195,2281,720,300,19/04/2025
29003,ATIBAINHA,78312,2290,2379,235,300,20/04/2025
29003,ATIBAINHA,78315,2347,2438,384,176,21/04/2025
29003,ATIBAINHA,78318,2404,2498,357,150,22/04/2025
29003,ATIBAINHA,78321,2461,2557,286,150,23/04/2025
29003,ATIBAINHA,78324,2518,2616,171,158,24/04/2025
29003,ATIBAINHA,78327,2575,2676,1096,250,25/04/2025
29003,ATIBAINHA,78325,2537,2636,600,43,26/04/2025
29003,ATIBAINHA,78324,2518,2616,773,25,27/04/2025
29003,ATIBAINHA,78321,2461,2557,207,25,28/04/2025
29003,ATIBAINHA,78320,2442,2537,183,25,29/04/2025
29003,ATIBAINHA,78317,2385,2478,159,25,30/04/2025
29003,ATIBAINHA,78317,2385,2478,156,401,01/05/2025
29003,ATIBAINHA,78318,2404,2498,191,500,02/05/2025
29003,ATIBAINHA,78319,2423,2517,188,500,03/05/2025
29003,ATIBAINHA,78320,2442,2537,196,500,04/05/2025
29003,ATIBAINHA,78320,2442,2537,93,500,05/05/2025
29003,ATIBAINHA,78322,2480,2577,207,338,06/05/2025
29003,ATIBAINHA,78323,2499,2596,100,300,07/05/2025
29003,ATIBAINHA,78324,2518,2616,196,300,08/05/2025
29003,ATIBAINHA,78324,2518,2616,114,300,09/05/2025
29003,ATIBAINHA,78324,2518,2616,328,300,10/05/2025
29003,ATIBAINHA,78328,2594,2695,1040,300,11/05/2025
29003,ATIBAINHA,78328,2594,2695,342,300,12/05/2025
29003,ATIBAINHA,78328,2594,2695,279,300,13/05/2025
29003,ATIBAINHA,78327,2575,2676,192,300,14/05/2025
29003,ATIBAINHA,78325,2537,2636,67,300,15/05/2025
29003,ATIBAINHA,78323,2499,2596,149,300,16/05/2025
29003,ATIBAINHA,78321,2461,2557,89,300,17/05/2025
29003,ATIBAINHA,78321,2461,2557,493,300,18/05/2025
29003,ATIBAINHA,78319,2423,2517,99,300,19/05/2025
29003,ATIBAINHA,78317,2385,2478,101,300,20/05/2025
29003,ATIBAINHA,78315,2347,2438,119,304,21/05/2025
29003,ATIBAINHA,78315,2338,2429,45,350,22/05/2025
29003,ATIBAINHA,78314,2328,2419,181,350,23/05/2025
29003,ATIBAINHA,78312,2290,2379,58,350,24/05/2025
29003,ATIBAINHA,78310,2252,2340,13,350,25/05/2025
29003,ATIBAINHA,78308,2214,2301,85,350,26/05/2025
29003,ATIBAINHA,78306,2177,2261,65,350,27/05/2025
29003,ATIBAINHA,78304,2139,2222,253,309,28/05/2025
29003,ATIBAINHA,78302,2101,2183,264,300,29/05/2025
29003,ATIBAINHA,78300,2063,2144,214,300,30/05/2025
29003,ATIBAINHA,78299,2044,2124,67,300,31/05/2025
29003,ATIBAINHA,78299,2044,2124,166,300,01/06/2025
29003,ATIBAINHA,78300,2063,2144,133,300,02/06/2025
29003,ATIBAINHA,78299,2044,2124,188,300,03/06/2025
29003,ATIBAINHA,78300,2063,2144,225,300,04/06/2025
29003,ATIBAINHA,78302,2101,2183,160,300,05/06/2025
29003,ATIBAINHA,78312,2290,2379,568,300,06/06/2025
29003,ATIBAINHA,78314,2328,2419,540,252,07/06/2025
29003,ATIBAINHA,78315,2347,2438,417,250,08/06/2025
29003,ATIBAINHA,78318,2404,2498,446,250,09/06/2025
29003,ATIBAINHA,78322,2480,2577,243,202,10/06/2025
29003,ATIBAINHA,78323,2499,2596,71,200,11/06/2025
29003,ATIBAINHA,78323,2499,2596,181,200,12/06/2025
29003,ATIBAINHA,78323,2499,2596,369,200,13/06/2025
29003,ATIBAINHA,78322,2480,2577,146,200,14/06/2025
29003,ATIBAINHA,78322,2480,2577,364,200,15/06/2025
29003,ATIBAINHA,78321,2461,2557,72,200,16/06/2025
29003,ATIBAINHA,78320,2442,2537,271,204,17/06/2025
29003,ATIBAINHA,78318,2404,2498,88,250,18/06/2025
29003,ATIBAINHA,78318,2404,2498,413,250,19/06/2025
29003,ATIBAINHA,78317,2385,2478,165,250,20/06/2025
29003,ATIBAINHA,78317,2385,2478,316,250,21/06/2025
29003,ATIBAINHA,78316,2366,2458,104,250,22/06/2025
29003,ATIBAINHA,78316,2366,2458,328,250,23/06/2025
29003,ATIBAINHA,78315,2347,2438,145,250,24/06/2025
29003,ATIBAINHA,78315,2347,2438,207,250,25/06/2025
29003,ATIBAINHA,78315,2347,2438,179,206,26/06/2025
29003,ATIBAINHA,78314,2328,2419,113,200,27/06/2025
29003,ATIBAINHA,78314,2328,2419,352,200,28/06/2025
29003,ATIBAINHA,78313,2309,2399,181,200,29/06/2025
29003,ATIBAINHA,78312,2290,2379,152,200,30/06/2025
29003,ATIBAINHA,78310,2252,2340,94,200,01/07/2025
29003,ATIBAINHA,78309,2233,2320,350,213,02/07/2025
29003,ATIBAINHA,78307,2195,2281,51,350,03/07/2025
29003,ATIBAINHA,78305,2158,2242,85,350,04/07/2025
29003,ATIBAINHA,78305,2158,2242,96,350,05/07/2025
29003,ATIBAINHA,78303,2120,2202,58,350,06/07/2025
29003,ATIBAINHA,78301,2082,2163,74,350,07/07/2025
29003,ATIBAINHA,78301,2082,2163,128,350,08/07/2025
29003,ATIBAINHA,78302,2101,2183,215,350,09/07/2025
29003,ATIBAINHA,78303,2120,2202,106,350,10/07/2025
29003,ATIBAINHA,78303,2120,2202,115,350,11/07/2025
29003,ATIBAINHA,78302,2101,2183,68,350,12/07/2025
29003,ATIBAINHA,78302,2101,2183,334,350,13/07/2025
29003,ATIBAINHA,78300,2063,2144,80,350,14/07/2025
29003,ATIBAINHA,78300,2063,2144,80,350,15/07/2025
29003,ATIBAINHA,78299,2052,2132,93,350,16/07/2025
29003,ATIBAINHA,78299,2044,2124,135,350,17/07/2025
29003,ATIBAINHA,78299,2044,2124,218,350,18/07/2025
29003,ATIBAINHA,78299,2044,2124,212,350,19/07/2025
29003,ATIBAINHA,78299,2044,2124,198,350,20/07/2025
29003,ATIBAINHA,78300,2063,2144,414,350,21/07/2025
29003,ATIBAINHA,78302,2101,2183,127,350,22/07/2025
29003,ATIBAINHA,78304,2139,2222,93,350,23/07/2025
29003,ATIBAINHA,78306,2177,2261,94,350,24/07/2025
29003,ATIBAINHA,78306,2177,2261,142,350,25/07/2025
29003,ATIBAINHA,78307,2195,2281,350,350,26/07/2025
29003,ATIBAINHA,78308,2214,2301,322,350,27/07/2025
29003,ATIBAINHA,78309,2233,2320,336,350,28/07/2025
29003,ATIBAINHA,78311,2271,2360,196,308,29/07/2025
29003,ATIBAINHA,78313,2309,2399,35,300,30/07/2025
29003,ATIBAINHA,78315,2347,2438,38,254,31/07/2025
29003,ATIBAINHA,78317,2385,2478,188,250,01/08/2025
29003,ATIBAINHA,78316,2366,2458,122,250,02/08/2025
29003,ATIBAINHA,78315,2347,2438,60,250,03/08/2025
29003,ATIBAINHA,78314,2328,2419,29,250,04/08/2025
29003,ATIBAINHA,78313,2309,2399,14,250,05/08/2025
29003,ATIBAINHA,78312,2290,2379,26,254,06/08/2025
29003,ATIBAINHA,78311,2271,2360,83,300,07/08/2025
29003,ATIBAINHA,78310,2252,2340,34,300,08/08/2025
29003,ATIBAINHA,78311,2271,2360,62,304,09/08/2025
29003,ATIBAINHA,78312,2290,2379,243,350,10/08/2025
29003,ATIBAINHA,78311,2271,2360,34,350,11/08/2025
29003,ATIBAINHA,78309,2233,2320,26,350,12/08/2025
29003,ATIBAINHA,78308,2222,2308,20,350,13/08/2025
29003,ATIBAINHA,78308,2214,2301,25,350,14/08/2025
29003,ATIBAINHA,78309,2233,2320,56,350,15/08/2025
29003,ATIBAINHA,78310,2252,2340,30,310,16/08/2025
29003,ATIBAINHA,78311,2271,2360,44,300,17/08/2025
29003,ATIBAINHA,78312,2290,2379,106,300,18/08/2025
29003,ATIBAINHA,78312,2298,2387,19,300,19/08/2025
29003,ATIBAINHA,78314,2328,2419,44,300,20/08/2025
29003,ATIBAINHA,78316,2366,2458,100,300,21/08/2025
